Symbol,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
LUXE,LuxExperience B.V.,709412804,1476470588,-44902668,649764706,6.51,-40447573
TDUP,ThredUp Inc.,1135144427,249636000,-20293000,-56869000,-0.49,1676000
PCRX,"Pacira BioSciences, Inc.",1134101878,705848000,-104334000,-127460000,-2.77,117068000
ESTA,Establishment Labs Holdings Inc.,1133045485,177418000,-62862000,-88516000,-3.06,-77317000
DAO,"Youdao, Inc.",1111960809,782773574,45458560,31743533,0.27,
PFBC,Preferred Bank,1195129878,408561999,204170000,145433000,9.51,162812999
ATAI,Atai Life Sciences N.V.,1128615200,2309000,-99262000,-119404000,-0.69,-75973000
TRIN,Trinity Capital Inc.,1128542268,267466000,201362000,138759000,2.26,-401037000
SAFE,Safehold Inc.,1127286100,374096000,100519000,102681000,1.43,58816000
YDES,YD Bio Limited,1128341744,510360,-1461930,-1411559,-0.56,-1911732
MFIC,MidCap Financial Investment Corporation,1124308645,324241000,271726000,99219000,1.06,-177708000
ULCC,"Frontier Group Holdings, Inc.",1117961744,3778000000,-57000000,-33000000,-0.16,-441000000
BAK,Braskem S.A.,1040042334,12526051780,168713374,-1831715210,-4.60,-237019895
GCT,GigaCloud Technology Inc.,1117113410,1193610000,132523000,133342000,3.32,162967000
RLJ,RLJ Lodging Trust,1125816805,1366955000,147680000,32677000,0.21,158271000
FSUN,FirstSun Capital Bancorp,1113123650,380544000,111375000,88727000,3.12,87130000
NKTR,Nektar Therapeutics,1112587925,74934000,-100762000,-122271000,-8.65,-120688000
DEC,Diversified Energy Company PLC,1115531761,1204232000,198055000,-137814000,-2.66,175318000
ATUS,"Altice USA, Inc.",1109994885,8762212000,1439937000,-269013000,-0.57,-110810000
CIM,Chimera Investment Corporation,1109077860,339608000,220076000,105363000,1.27,91625000
PRO,"PROS Holdings, Inc.",1103082045,342708000,-1046000,-7177000,-0.22,29165000
BFS,"Saul Centers, Inc.",778520027,277902000,119527000,31896000,1.31,-40863000
OBK,"Origin Bancorp, Inc.",1104105392,340866000,88872000,69929000,2.23,113214000
SEMR,"Semrush Holdings, Inc.",1101686789,413962000,-973000,-1279000,0.01,30617000
NUVB,Nuvation Bio Inc.,1095273600,14355000,-224636000,-202898000,-0.48,-168580000
PRAX,"Praxis Precision Medicines, Inc.",1103657799,7765000,-271586000,-251012000,-12.35,-191364000
PDM,"Piedmont Realty Trust, Inc.",1091901194,565502000,61097000,-68409000,-0.55,17988000
VTOL,Bristow Group Inc.,1091186180,1445607000,138276000,119142000,4.01,-8642000
ASTE,"Astec Industries, Inc.",1091581304,1310100000,69500000,45900000,2.00,79000000
COLL,"Collegium Pharmaceutical, Inc.",1083988121,707007000,125684000,36271000,1.03,201805000
WVE,Wave Life Sciences Ltd.,1082191406,93946000,-143511000,-129874000,-0.80,-200117000
LMB,"Limbach Holdings, Inc.",1081409970,552919000,45713000,35302000,2.93,25566000
ORIC,"ORIC Pharmaceuticals, Inc.",1080007615,,-149670000,-137249000,-1.89,-121313000
SSII,"SS Innovations International, Inc.",1076351560,25131242,-16658266,-16635648,-0.09,-14976039
FIGS,"FIGS, Inc.",1075841145,569582000,9975000,7182000,0.05,39878000
ALGT,Allegiant Travel Company,1111655116,2578359000,-292807000,-286083000,-16.05,187910000
THRM,Gentherm Incorporated,1074908272,1453370000,97048000,31635000,1.02,59711000
NVGS,Navigator Holdings Ltd.,1109944034,566890000,127285000,88247000,1.27,69488000
YEXT,"Yext, Inc.",1068463030,449657000,11336000,7447000,-0.12,66655000
SCL,Stepan Company,1068174461,2260395000,77897000,58008000,2.54,-12123000
TRVI,"Trevi Therapeutics, Inc.",1067983018,,-51522000,-47298000,-0.42,-42691000
PEBO,Peoples Bancorp Inc.,1085107957,412308000,134566000,104162000,2.92,153769000
CRI,"Carter's, Inc.",1063820240,2833316000,190386000,135822000,3.77,140362000
DHC,Diversified Healthcare Trust,1064637314,1522835000,-54694000,-286760000,-1.20,262250000
PMT,PennyMac Mortgage Investment Trust,1060732403,303457000,92365000,63336000,0.73,-5214175000
UDMY,"Udemy, Inc.",1058419479,795538000,-41617000,-30641000,-0.21,42073000
SAFT,"Safety Insurance Group, Inc.",1060316176,1199774000,108875000,84853000,5.70,158572000
RES,"RPC, Inc.",1074404225,1426699000,57643000,53736000,0.26,109380000
OPFI,OppFi Inc.,1056404149,363039000,189265000,-33497000,-1.34,334112000
RERE,ATRenew Inc.,1698865772,2579342281,33887647,29268846,0.27,
NESR,National Energy Services Reunited Corp.,1051595424,878520000,50353000,37742000,0.40,97574000
FOXF,Fox Factory Holding Corp.,1051702014,1441852000,-201854000,-252311000,-6.05,90999000
PGEN,"Precigen, Inc.",1043447907,4340000,-104138000,-124500000,-0.42,-69719000
TBLA,Taboola.com Ltd.,1041483262,1817019000,45563000,13594000,0.04,165005000
CSR,Centerspace,983617644,267076000,21701000,-29494000,-1.80,-84237000
EVH,"Evolent Health, Inc.",1037945713,2195920000,-38731000,-185186000,-1.60,-63135000
LDI,"loanDepot, Inc.",1035798270,1128218000,17300000,-67149000,-0.33,-448094000
PRSU,"Pursuit Attractions and Hospitality, Inc.",1034852959,-131225000,-85301000,338860000,11.91,-34293000
NMFC,New Mountain Finance Corporation,1033828541,355675000,274228000,82751000,0.76,277856000
IIIV,"i3 Verticals, Inc.",764625464,237515000,10386000,132694000,4.95,-2752000
PDFS,"PDF Solutions, Inc.",1031553999,196000000,1063000,859000,0.02,-12810000
ORC,"Orchid Island Capital, Inc.",1030217452,24257000,6409000,6409000,0.17,46912000
SBGI,"Sinclair, Inc.",1030032778,3481000000,480000000,50000000,0.86,462000000
REX,REX American Resources Corporation,1029082279,650008000,59172000,51387000,1.48,11353000
HSII,"Heidrick & Struggles International, Inc.",1028935305,1173051000,36895000,34232000,1.61,111302000
IART,Integra LifeSciences Holdings Corporation,1028422428,1621738000,-500694000,-500626000,-6.53,-37425000
OCFC,OceanFirst Financial Corp.,1028345490,377375000,113022000,81722000,1.41,43269000
MDXG,"MiMedx Group, Inc.",1026838347,363774000,42362000,32174000,0.21,57134000
CNNE,"Cannae Holdings, Inc.",1025421485,437200000,-122400000,-411500000,-6.72,-59300000
TWO,Two Harbors Investment Corp.,1024618910,51409000,-317866000,-349845000,-3.42,277047000
NEO,"NeoGenomics, Inc.",202005862,689189000,-115051000,-104038000,-0.81,-19172000
CTBI,"Community Trust Bancorp, Inc.",1023066947,253839000,117687000,91506000,5.08,102867000
HLX,"Helix Energy Solutions Group, Inc.",1023019588,1277904000,80538000,50109000,0.32,108450000
DAKT,"Daktronics, Inc.",1018649696,749361000,33674000,11295000,-0.01,86075000
SFL,SFL Corporation Ltd.,1021222825,904404000,306717000,130653000,1.01,-252254000
EEX,"Emerald Holding, Inc.",1013621217,432600000,61600000,7900000,0.06,57100000
CBRL,"Cracker Barrel Old Country Store, Inc.",1013148500,3483684000,73267000,57764000,2.06,29891000
BBOT,"BridgeBio Oncology Therapeutics, Inc.",926601507,,-113158142,-106510370,-562.36,-97713902
AMWD,American Woodmark Corporation,1011087698,1653503000,113404000,84418000,5.59,61326000
IGIC,International General Insurance Holdings Ltd.,1035980187,535215000,113410000,125997000,2.78,109824000
IMNM,"Immunome, Inc.",1008851643,12589000,-224606000,-212386000,-3.08,-185918000
MTAL,MAC Copper Limited,1006973470,321804000,64337000,-56204000,-0.51,89661000
ECVT,Ecovyst Inc.,1006878101,723461000,73190000,-13779000,-0.12,64894000
ECPG,"Encore Capital Group, Inc.",1006074716,1467587000,251976000,-89147000,-3.69,96202000
BH,Biglari Holdings Inc.,1003809275,377176000,28587000,39508000,146.34,82318000
CRON,Cronos Group Inc.,1007131122,130282000,-54416000,18489000,0.06,-18363655000
JCAP,"Jefferson Capital, Inc.",1109349156,537232000,,175703000,2.72,
SLSR,Solaris Resources Inc.,995607285,,-73397000,-66559000,0.41,28213000
EIG,"Employers Holdings, Inc.",994775373,889500000,124300000,101100000,4.10,74700000
HPP,"Hudson Pacific Properties, Inc.",982000738,798520000,-102462000,-422771000,-2.81,-8043000
TMP,Tompkins Financial Corporation,990439130,306372000,104299000,79446000,5.55,79812000
PLYM,"Plymouth Industrial REIT, Inc.",978846744,192216000,34558000,130082000,2.89,-103814000
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,89415852,360682841,-153113992,-31974970,-0.43,99620257
SSYS,Stratasys Ltd.,987362532,564499000,-64189000,-98356000,-1.34,-10747000
NVRI,Enviri Corporation,988744210,2242873000,-1859000,-157413000,-1.96,-58117000
MFA,"MFA Financial, Inc.",985619539,290789000,126866000,93235000,0.88,124067000
KBDC,"Kayne Anderson BDC, Inc.",976079578,,,,1.68,
VTS,"Vitesse Energy, Inc.",932905349,262132000,35114000,39644000,1.05,52365000
AEBI,Aebi Schmidt Holding AG,983076748,,,,,
SYRE,"Spyre Therapeutics, Inc.",980911590,,-212147000,-206814000,-2.94,-154177000
WOOF,"Petco Health and Wellness Company, Inc.",980295075,6045495000,80746000,-28199000,-0.10,61453000
BH.A,Biglari Holdings Inc.,1003810048,364593000,45479000,12641000,144.61,73539000
PLPC,Preformed Line Products Company,981818096,632232000,58159000,42354000,8.56,39843000
MEG,"Montrose Environmental Group, Inc.",978494395,780122000,-18516000,-49440000,-1.53,58787000
FWRG,"First Watch Restaurant Group, Inc.",976383536,1105027000,18600000,4088000,0.06,-29083000
APOG,"Apogee Enterprises, Inc.",975935408,1376100000,83660000,51353000,2.36,65059000
BLND,"Blend Labs, Inc.",961419769,144885000,-27423000,-40466000,-0.15,-2821000
ASPI,ASP Isotopes Inc.,969683300,4581523,-33002310,-99961625,-1.40,-31283480
SPRY,"ARS Pharmaceuticals, Inc.",957323643,112339000,-59342000,-48017000,-0.50,-53381000
SCSC,"ScanSource, Inc.",967295254,3040810000,87100000,71548000,3.00,104063000
WGO,"Winnebago Industries, Inc.",967053630,2741800000,19300000,-17100000,-0.54,-50000000
MSEX,Middlesex Water Company,963890240,195831000,53499000,43287000,2.42,-28190000
SG,"Sweetgreen, Inc.",963427221,686222000,-111253000,-98043000,-0.84,-73925000
AHG,Akso Health Group,36311803,14777798,-166304352,-134977369,-0.48,1022703
WLFC,Willis Lease Finance Corporation,961825474,652254000,265307000,117188000,16.78,-151808000
TREE,"LendingTree, Inc.",961038560,1012155000,41676000,-53985000,-4.03,77334000
WRLD,World Acceptance Corporation,1004366681,567766119,143574721,81138038,14.76,261135261
UAN,"CVR Partners, LP",959828736,576183000,117634000,87958000,8.32,140622000
COHU,"Cohu, Inc.",959774580,393941000,-81958000,-87098000,-1.87,2683000
ATLC,Atlanticus Holdings Corporation,958650958,458369000,158167000,105815000,5.69,492746000
ACEL,"Accel Entertainment, Inc.",958420529,1279563000,95468000,35204000,0.40,39326000
EYPT,"EyePoint Pharmaceuticals, Inc.",958091208,51898000,-189051000,-175381000,-2.69,-194040000
LVWR,"LiveWire Group, Inc.",957566203,23822000,-90699000,-83573000,-0.40,-82371000
NPKI,NPK International Inc.,954934583,234741000,38035000,-146914000,-1.68,-9587000
ECO,Okeanis Eco Tankers Corp.,949726186,344213634,113384723,67183824,2.09,76303799
XIFR,"XPLR Infrastructure, LP",949999758,1237000000,-646000000,-173000000,-1.86,552000000
CGBD,"Carlyle Secured Lending, Inc.",949925842,234464000,174145000,67076000,1.22,-133359000
TNGX,"Tango Therapeutics, Inc.",949049907,24297000,-157285000,-145566000,-1.32,-149167000
REAX,The Real Brokerage Inc.,927584159,1617846000,-12390000,-12684000,-0.05,67261000
BTBT,"Bit Digital, Inc.",948226530,99577267,-48552532,-52660390,-0.31,-181430426
USAS,Americas Gold and Silver Corporation,2390305280,99547000,-62479000,-59649000,-0.32,-33466000
MGIC,Magic Software Enterprises Ltd.,945161621,584528000,63158000,38449000,0.78,53481000
YB,Yuanbao Inc.,173866321,533115387,,315933563,37.23,
BMBL,Bumble Inc.,653186059,1030583000,-1094911000,-849320000,-7.51,191869000
INMD,InMode Ltd.,1045841415,401561000,114624000,178704000,2.47,103992000
BBDC,"Barings BDC, Inc.",941172495,280312000,120009000,99983000,0.95,-81504000
BHRB,Burke & Herbert Financial Services Corp.,941006706,334311000,123106000,103613000,7.08,128514000
SDHC,Smith Douglas Homes Corp.,958963122,1013967000,107760000,14500000,1.64,-39951000
BBW,"Build-A-Bear Workshop, Inc.",964235497,522518000,74863000,59234000,4.44,46746000
ASIC,Ategrity Specialty Insurance Company Holdings,938261476,378302000,,60473000,0.97,
CABO,"Cable One, Inc.",937170545,1542441000,-181768000,-496392000,-86.85,316428000
CBL,"CBL & Associates Properties, Inc.",936965901,539452000,127391000,64268000,2.09,150532000
FBYD,"Falcon's Beyond Global, Inc.",424826305,7688000,-14721000,11265000,0.21,-13220000
IMTX,Immatics N.V.,935951209,153094118,-102126761,-86952941,-0.67,-204519734
FVRR,Fiverr International Ltd.,931955820,419126000,-16538000,18177000,0.48,91476000
BCSF,"Bain Capital Specialty Finance, Inc.",932809131,283687000,214439000,107502000,1.66,-162460000
SIFY,Sify Technologies Limited,932595328,466716359,25432310,-9185092,-0.15,-40632008
FMBH,"First Mid Bancshares, Inc.",932297708,328480000,109016000,84259000,3.53,124698000
UPB,"Upstream Bio, Inc.",930476710,2723000,-121571000,-110059000,4.36,-114536000
FPH,"Five Point Holdings, LLC",435236117,197429000,31280000,77853000,1.09,150291000
QNST,"QuinStreet, Inc.",913214203,1093711000,6010000,4707000,0.08,82909000
FBRT,"Franklin BSP Realty Trust, Inc.",927237514,205023000,97026000,82399000,0.98,198988000
OSBC,"Old Second Bancorp, Inc.",927173773,282190000,110636000,83713000,1.83,107686000
LX,LexinFintech Holdings Ltd.,927131968,1948885814,283199101,224482754,1.27,
OCS,Oculis Holding AG,922679431,614634,-95791609,-131015854,-2.85,-71904522
GRPN,"Groupon, Inc.",919286899,487747000,12004000,-9209000,-0.33,64985000
EPC,Edgewell Personal Care Company,917204177,2203900000,161300000,64800000,1.36,42700000
HPK,"HighPeak Energy, Inc.",915720411,964232000,280954000,121425000,0.87,-3423000
HLF,Herbalife Ltd.,914547408,4928500000,489000000,325000000,3.18,209300000
ODC,Oil-Dri Corporation of America,862648789,474062000,65468000,49466000,3.40,45696000
PFLT,PennantPark Floating Rate Capital Ltd.,909828106,247973000,197054000,70192000,0.83,-677789000
OLPX,"Olaplex Holdings, Inc.",907230277,423083000,38313000,-1280000,0.00,97068000
AEHR,"Aehr Test Systems, Inc.",903085969,58968000,-5677000,-3910000,-0.13,-12392000
SMP,"Standard Motor Products, Inc.",904133114,1649849000,107940000,39421000,1.76,40557000
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,903085966,1541682757,-8162138,-51513559,-0.16,135828144
PHAR,Pharming Group N.V.,929829045,399807059,14617000,-8200000,-0.13,30142000
CRSR,"Corsair Gaming, Inc.",898133178,1407684000,-34207000,-84124000,-0.80,118994000
GHRS,GH Research PLC,895694789,,-53001000,-41017000,-0.74,-48912000
XPEL,"XPEL, Inc.",895213365,448897000,61150000,48666000,1.77,50351000
BOW,Bowhead Specialty Holdings Inc.,894397606,492070000,70332000,49465000,1.48,333265000
IRMD,IRADIMED CORPORATION,893834541,77635163,23808790,20657659,1.62,13331885
RLAY,"Relay Therapeutics, Inc.",891366990,8356000,-343064000,-311549000,-1.92,-262059000
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,889228321,678155855,85600313,149184803,1.28,40165820
HIPO,Hippo Holdings Inc.,886995864,425000000,300000,-10700000,-0.40,18400000
TSHA,"Taysha Gene Therapies, Inc.",771730931,8098000,-94004000,-92720000,-0.34,-82538000
TH,Target Hospitality Corp.,886035717,310382000,30799000,11104000,0.10,39364000
NEGG,"Newegg Commerce, Inc.",841970577,1313127000,-29121000,-22555000,-1.18,13672000
UVSP,Univest Financial Corporation,882303276,298595000,99725000,79892000,2.73,101489000
CRMD,CorMedix Inc.,843533610,121484498,49317457,51159471,0.77,30410117
NBN,Northeast Bank,830831957,65065000,26577000,18831000,2.05,25050000
THR,"Thermon Group Holdings, Inc.",878868311,491979000,77748000,53585000,1.58,58328000
PNTG,"The Pennant Group, Inc.",877874444,798923000,44208000,26823000,0.78,32422000
DLX,Deluxe Corporation,877057687,2106723000,197505000,57938000,1.29,134410000
SANA,"Sana Biotechnology, Inc.",793239085,,-258232000,-252182000,-1.06,-184656000
SWIM,"Latham Group, Inc.",876396284,521828000,20138000,-13256000,-0.12,11864000
MRTN,"Marten Transport, Ltd.",874714150,920872000,26589000,20908000,0.26,-22950000
SBSI,"Southside Bancshares, Inc.",873225535,254956000,104119000,85630000,2.82,38832000
SKYT,"SkyWater Technology, Inc.",871018735,289663000,-3137000,-16490000,-0.34,41943000
GES,"Guess?, Inc.",869777132,3091508000,129597000,31318000,0.19,-26188000
INDI,"indie Semiconductor, Inc.",798179313,217685000,-165725000,-155848000,-0.84,-84606000
CSIQ,Canadian Solar Inc.,867290586,5919361000,-54175000,-6897000,-0.60,-2042682000
HSTM,"HealthStream, Inc.",863744772,295211000,21451000,20335000,0.67,30820000
WYFI,"WhiteFiber, Inc.",863544750,62309969,,-8807289,-0.23,
EVER,"EverQuote, Inc.",863426001,615246000,45858000,46551000,1.25,87265000
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",863304039,1317356000,58554000,43654000,1.88,34586000
PBT,Permian Basin Royalty Trust,862728814,18413819,16479941,16479941,0.36,
KOS,Kosmos Energy Ltd.,856074610,1489436000,32770000,-159951000,-0.33,-245123000
AOSL,Alpha and Omega Semiconductor Limited,854488359,696162000,-28436000,-96976000,-3.30,-7451000
AEVA,"Aeva Technologies, Inc.",853364625,13825000,-137456000,-301151000,-5.50,-111907000
LQDT,"Liquidity Services, Inc.",852768435,465508000,31374000,26646000,0.83,42148000
AVO,"Mission Produce, Inc.",849547677,1426600000,65800000,39000000,0.55,12700000
BBNX,"Beta Bionics, Inc.",848971541,78022000,,-73369000,-1.30,
URGN,UroGen Pharma Ltd.,848484181,94238000,-123565000,-154968000,-3.12,-123528000
VALN,Valneva SE,766211915,230974118,-58837467,-78871765,-1.06,-26034256
NTGR,"NETGEAR, Inc.",848500292,697865000,58384000,63726000,2.17,109538000
RZLT,"Rezolute, Inc.",848178177,,-79894000,-74412000,-0.98,-69075000
CTEV,Claritev Corporation,847630261,935540000,-353248000,-663374000,-40.93,-55013000
ABUS,Arbutus Biopharma Corporation,845391245,15416000,-56791000,-54252000,-0.29,-60268000
YSG,Yatsen Holding Limited,844514703,520973992,-87298406,-73473157,-0.72,
ZBIO,"Zenas BioPharma, Inc.",845996188,15000000,-189100000,-177006000,9.87,-148499000
SLRC,SLR Investment Corp.,842323549,222445000,159533000,88816000,1.63,162334000
HFWA,Heritage Financial Corporation,843736871,221312000,60014000,49477000,1.43,82130000
ODP,The ODP Corporation,841750320,6688000000,99000000,26000000,0.67,95000000
MUX,McEwen Inc.,841354753,168169000,-25658000,-13543000,-0.26,-35559000
UTL,Unitil Corporation,764837122,493800000,93500000,47100000,2.91,-42100000
BORR,Borr Drilling Limited,719228096,989000000,341400000,54200000,0.21,-226500000
ASA,ASA Gold and Precious Metals Limited,840196221,4264651,1475806,29354484,13.93,
INR,"Infinity Natural Resources, Inc.",209668000,297996000,-15077000,-174809000,-11.47,-116787000
ESQ,"Esquire Financial Holdings, Inc.",884338452,126841000,61988000,46410000,5.41,43448000
NRDS,"NerdWallet, Inc.",836474015,771200000,26700000,47100000,0.60,63900000
GETY,"Getty Images Holdings, Inc.",833770725,946828000,156215000,-115410000,-0.28,12845000
AMAL,Amalgamated Financial Corp.,833720979,305825000,141484000,103449000,3.34,121560000
KOD,Kodiak Sciences Inc.,832898264,,-207394000,-199825000,-3.80,-115708000
AMTB,Amerant Bancorp Inc.,831781806,306905000,1357000,3677000,-0.07,153795000
AMSF,"AMERISAFE, Inc.",831220838,306409000,63243000,50422000,2.63,7919000
CPF,Central Pacific Financial Corp.,829139528,253777000,76895000,60681000,2.23,92238000
EXOD,"Exodus Movement, Inc.",828774410,126727000,98423000,92571000,2.78,-21787000
CFFN,"Capitol Federal Financial, Inc.",832486836,192483000,79191000,61269000,0.47,25143000
SPT,"Sprout Social, Inc.",810663703,430795000,-54073000,-54709000,-0.95,32658000
BLDP,Ballard Power Systems Inc.,823943181,72507000,-161733000,-296805000,-0.98,-120294000
XNCR,"Xencor, Inc.",825207642,146929000,-144730000,-171084000,-2.37,-135334000
NXDR,"Nextdoor Holdings, Inc.",813325079,250107000,-85163000,-64335000,-0.17,1479000
ECC,Eagle Point Credit Company Inc.,823007140,122654279,132382700,116888385,0.19,85205164
HNRG,Hallador Energy Company,823215802,419939000,-187795000,-196011000,-4.99,27693000
THS,"TreeHouse Foods, Inc.",823150000,3334800000,134100000,20600000,0.35,99100000
GERN,Geron Corporation,823042024,164447000,-77423000,-88009000,-0.13,-178278000
FWRD,Forward Air Corporation,822913474,2520908000,122836000,-173044000,-6.44,18095000
IVA,Inventiva S.A.,361308045,15338542,-114407679,-191887500,-3.21,-101161598
PHAT,"Phathom Pharmaceuticals, Inc.",835716880,114038000,-269000000,-330154000,-4.68,-274852000
KLC,"KinderCare Learning Companies, Inc.",819774307,2686786000,82631000,-59879000,-0.75,43731000
HIVE,HIVE Digital Technologies Ltd.,807867716,128649000,123507000,30580000,0.14,-161994000
MAX,"MediaAlpha, Inc.",790004600,1075712000,13934000,-6568000,-0.11,71686000
CAPL,CrossAmerica Partners LP,815344598,3847785000,98926000,43045000,1.13,53891000
NXRT,"NexPoint Residential Trust, Inc.",811916685,254251000,32755000,-49714000,-1.93,44789000
ERII,"Energy Recovery, Inc.",814999274,141775000,21584000,24126000,0.42,20230000
HBNC,"Horizon Bancorp, Inc.",714471127,211582000,48652000,51885000,1.17,13069000
EMBC,Embecta Corp.,812943154,1102500000,211800000,83600000,1.42,19900112
MNMD,Mind Medicine (MindMed) Inc.,811858352,,-130316000,-114517000,-1.54,-101560000
TNDM,"Tandem Diabetes Care, Inc.",810833652,1001719000,-199363000,-205452000,-3.09,-7757000
BETR,Better Home & Finance Holding Company,803832137,130672000,-199517000,-200260000,-13.21,-238892000
CMP,"Compass Minerals International, Inc.",810427492,1225200000,1100000,-120900000,-2.91,117200000
SMWB,Similarweb Ltd.,788429455,268347000,-22202000,-29094000,-0.34,18442000
HBT,"HBT Financial, Inc.",807542928,229851000,103772000,76757000,2.42,81070000
OPY,Oppenheimer Holdings Inc.,798031297,1489772000,215411000,87566000,7.71,28186000
AGRO,Adecoagro S.A.,4024726300,1553301000,30382000,35947000,0.36,87019000
NPK,"National Presto Industries, Inc.",805251451,450603000,47741000,41577000,5.83,-55488000
UAMY,United States Antimony Corporation,750789331,26817920,-1730463,-889849,-0.01,-8125472
GSM,Ferroglobe PLC,804357504,1495079000,-56993000,-86252000,-0.47,13175000
GLDD,Great Lakes Dredge & Dock Corporation,800984646,830567000,110776000,71679000,1.05,-10748000
DCBO,Docebo Inc.,837328264,230502000,17880000,21419000,0.69,26907000
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,726249900,1981694471,31509680,266150339,6.03,-85414576
NCDL,Nuveen Churchill Direct Lending Corp.,717100184,224074000,112506000,97131000,2.12,98057000
MCB,Metropolitan Bank Holding Corp.,795464241,274307000,99058000,68805000,6.18,109525000
NGL,NGL Energy Partners LP,795210971,2704083000,351854000,-54472000,-0.42,228762000
CDNA,"CareDx, Inc",794678334,340826000,39705000,51681000,0.93,11878000
SKYH,Sky Harbour Group Corporation,765305150,20920000,-24583000,-20976000,-1.22,-114641000
ODV,Osisko Development Corp.,458833910,5124088,-73044398,-98108759,-0.81,-81970051
AXGN,"Axogen, Inc.",789575770,203271000,1712000,-4663000,-0.10,4942000
EQBK,"Equity Bancshares, Inc.",789475440,228628000,82804000,67142000,4.09,84609000
FTRE,Fortrea Holdings Inc.,788144000,2733500000,-924000000,-1026900000,-11.38,-102700000
GNK,Genco Shipping & Trading Limited,787017380,350742000,24610000,15412000,0.34,48087000
GDOT,Green Dot Corporation,786576411,1927817000,85589000,-23989000,-0.43,56705000
VTEX,VTEX,786355677,230427000,18888000,13352000,0.09,31875000
KURA,"Kura Oncology, Inc.",785514524,83279000,-219705000,-197172000,-2.26,122865000
TTI,"TETRA Technologies, Inc.",785017574,607216000,61721000,115080000,0.86,13661000
TXO,"TXO Partners, L.P.",784511061,332267000,-6757000,12702000,0.33,-180686000
UFCS,"United Fire Group, Inc.",784644160,1322727000,125505000,91837000,3.51,291613000
MBX,"MBX Biosciences, Inc.",588215689,,-42946000,-77019000,5.53,-71699000
SGML,Sigma Lithium Corporation,782523212,116819708,-26949000,-60056000,-0.54,9540000
GOTU,Gaotu Techedu Inc.,1210389256,762073018,-118895007,-97233658,-0.39,
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",774063071,3141876000,413222000,126375000,1.08,458030000
NAGE,"Niagen Bioscience, Inc.",778388860,116303000,16670000,17729000,0.21,20954000
IAUX,i-80 Gold Corp.,785516144,76621000,-134872000,-140408000,-0.33,-67265000
PDS,Precision Drilling Corporation,815470895,1349103650,154830937,76464234,4.86,177672201
SEPN,"Septerna, Inc.",778010606,726000,-102156000,-87505000,5.16,-83032000
CTLP,"Cantaloupe, Inc.",774040597,302548000,22330000,63955000,0.86,3337000
ECX,ECARX Holdings Inc.,675519520,659800556,-616303000,-592815000,-1.78,
IBTA,"Ibotta, Inc.",685845978,367604000,32112000,96456000,3.51,89866000
HOV,"Hovnanian Enterprises, Inc.",668923221,3140315000,244462000,148206000,20.64,115587000
ASM,Avino Silver & Gold Mines Ltd.,748952347,58130657,27045000,14742000,0.11,19755000
HUYA,HUYA Inc.,774300235,849674548,-33212023,-21300974,-0.09,
SLI,Standard Lithium Ltd.,763260540,,-42295000,-36043000,-0.20,-21232000
MSC,Studio City International Holdings Limited,192589736,679264000,57440000,-68434000,-0.36,
IOVA,"Iovance Biotherapeutics, Inc.",763511721,241525000,-410637000,-389921000,-1.22,-323538000
VIR,"Vir Biotechnology, Inc.",762651179,19000000,-606418000,-550229000,-4.00,-463594000
PSFE,Paysafe Limited,759711310,1676391000,94747000,-49070000,-0.85,121945000
BDN,Brandywine Realty Trust,757327810,495774000,-18957000,-326672000,-1.89,184820000
MAAS,Maase Inc.,88662745,324423836,145835241,-3329863,-10.21,
GRNT,"Granite Ridge Resources, Inc.",757299875,432532000,80675000,32325000,0.24,-91331000
GILT,Gilat Satellite Networks Ltd.,669714205,349746000,22452000,22417000,0.40,21292000
CARS,Cars.com Inc.,752092871,717845000,52943000,41019000,0.62,113543000
KRUS,"Kura Sushi USA, Inc.",749666333,269327000,-12030000,-9378000,-0.81,-31421000
HAFC,Hanmi Financial Corporation,756464588,233741000,92795000,65376000,2.15,29692000
IIIN,"Insteel Industries, Inc.",747084780,604566000,37738000,31139000,1.60,52319000
SSTK,"Shutterstock, Inc.",746730415,1010504000,76228000,64314000,1.82,2665000
MBWM,Mercantile Bank Corporation,744186475,228383000,97791000,81399000,5.03,30895000
AVXL,Anavex Life Sciences Corp.,743840602,,-54900000,-48170000,-0.57,-37098000
ETD,Ethan Allen Interiors Inc.,743630579,614649000,61988000,51596000,2.01,50428000
RSKD,Riskified Ltd.,743502526,335825000,-47808000,-39302000,-0.24,33563000
RWT,"Redwood Trust, Inc.",743034918,150661000,-36429000,-81152000,-0.65,-7008101000
TYG,Tortoise Energy Infrastructure Corporation,742857420,59057176,-11334983,14293435,8.07,50907937
ANGI,Angi Inc.,742287792,1088722000,47658000,59878000,1.23,75239000
ALNT,Allient Inc.,742277549,519604000,32061000,14288000,0.86,55364000
NBTX,Nanobiotix S.A.,768194727,-7490625,-80207106,-70970833,-1.50,-23922693
SVRA,Savara Inc.,608385965,,-117406000,-110332000,-0.50,-99411000
